"chr"	"pos"
"770"	"ch02"	"46065936.76"
"771"	"ch02"	"46088539.75"
"772"	"ch02"	"46093903.63"
"773"	"ch02"	"46235054.06"
"774"	"ch02"	"46239965.65"
"775"	"ch02"	"46296979.71"
"776"	"ch02"	"46300822.6"
"777"	"ch02"	"46383190.02"
"778"	"ch02"	"46387025.15"
"779"	"ch02"	"46501788.41"
"780"	"ch02"	"46506040.7"
"781"	"ch02"	"46768030.73"
"782"	"ch02"	"46774048.08"
"783"	"ch02"	"46880806.64"
"784"	"ch02"	"46887343.32"
"785"	"ch02"	"46974493.68"
"786"	"ch02"	"46980776.52"
"787"	"ch02"	"47144494.4"
"788"	"ch02"	"47148631.1"
"789"	"ch02"	"47209476.63"
"790"	"ch02"	"47213451.94"
"791"	"ch02"	"47464532.06"
"792"	"ch02"	"47468502.43"
"793"	"ch02"	"47536744.9"
"794"	"ch02"	"47541007.87"
"795"	"ch02"	"47578908.17"
"796"	"ch02"	"47583122.25"
"797"	"ch02"	"47939485.23"
"798"	"ch02"	"47942826.19"
"799"	"ch02"	"47975484.82"
"800"	"ch02"	"47979702.36"
"801"	"ch02"	"48216377.41"
"802"	"ch02"	"48222038.78"
"803"	"ch02"	"48423234.35"
"804"	"ch02"	"48429183.08"
"805"	"ch02"	"48453146.62"
"806"	"ch02"	"48459006.69"
"807"	"ch02"	"48470701.87"
"808"	"ch02"	"48476508.04"
"809"	"ch02"	"48493852.9"
"810"	"ch02"	"48499609.25"
"811"	"ch02"	"48505366.19"
"812"	"ch02"	"48511132.22"
"813"	"ch02"	"48555326.99"
"814"	"ch02"	"48560387.14"
"815"	"ch02"	"48702099.31"
"816"	"ch02"	"48704872.34"
"817"	"ch02"	"48914017.17"
"818"	"ch02"	"48919364.24"
"819"	"ch02"	"48950170.85"
"820"	"ch02"	"48954956.03"
"821"	"ch02"	"49042743.43"
"822"	"ch02"	"49047579.81"
"823"	"ch02"	"49062091.69"
"824"	"ch02"	"49066940.45"
"825"	"ch02"	"49356091.06"
"826"	"ch02"	"49361257.91"
"827"	"ch02"	"49391199.43"
"828"	"ch02"	"49396095.52"
"829"	"ch02"	"49515029.1"
"830"	"ch02"	"49520482.3"
"831"	"ch02"	"49526036.46"
"832"	"ch02"	"49723061.51"
"833"	"ch02"	"49728645.17"
"834"	"ch02"	"49756493.49"
"835"	"ch02"	"49762024.57"
"836"	"ch02"	"49862971.11"
"837"	"ch02"	"49868443.07"
"838"	"ch02"	"49963127.31"
"839"	"ch02"	"49968353.26"
"840"	"ch02"	"50070288.46"
"841"	"ch02"	"50075538.33"
"842"	"ch02"	"50080685.16"
"843"	"ch02"	"50085833.97"
"844"	"ch02"	"50090999.84"
"845"	"ch02"	"50134240.77"
"846"	"ch02"	"50139089.55"
"847"	"ch02"	"50143836.62"
"848"	"ch02"	"50148543.05"
"849"	"ch02"	"50180507.84"
"850"	"ch02"	"50185433.41"
"851"	"ch02"	"50223503.14"
"852"	"ch02"	"50228130.64"
"853"	"ch02"	"50629686.78"
"854"	"ch02"	"50634465.25"
"855"	"ch02"	"50639159.94"
"856"	"ch02"	"50687360.46"
"857"	"ch02"	"50691612.24"
"858"	"ch02"	"50718946.01"
"859"	"ch02"	"50722406.67"
"860"	"ch02"	"50725532.66"
"861"	"ch02"	"50728714.06"
"862"	"ch02"	"50731885.39"
"863"	"ch02"	"50741406.18"
"864"	"ch02"	"50744500"
"865"	"ch02"	"50754886.23"
"866"	"ch02"	"50758333.14"
"867"	"ch02"	"50937568.89"
"868"	"ch02"	"50942274"
"869"	"ch02"	"51181426.04"
"870"	"ch02"	"51186882.56"
"871"	"ch02"	"51489033.15"
"872"	"ch02"	"51492984.02"
"873"	"ch02"	"51500997.69"
"874"	"ch02"	"51505477.97"
"875"	"ch02"	"51543533.56"
"876"	"ch02"	"51548545.4"
"877"	"ch02"	"51573518.86"
"878"	"ch02"	"51578586.82"
"879"	"ch02"	"51583646.33"
"880"	"ch02"	"51588976.17"
"881"	"ch02"	"51775537.59"
"882"	"ch02"	"51781264.28"
"883"	"ch02"	"51786995.06"
"884"	"ch02"	"51792709.54"
"885"	"ch02"	"51804045.69"
"886"	"ch02"	"51809719.96"
"887"	"ch02"	"51943837.82"
"888"	"ch02"	"51949131.93"
"889"	"ch02"	"51954422.72"
"890"	"ch02"	"51959713.55"
"891"	"ch02"	"51969889.3"
"892"	"ch02"	"51974649.68"
"893"	"ch02"	"51984170.18"
"894"	"ch02"	"51989215.63"
"895"	"ch02"	"52322980.04"
"896"	"ch02"	"52328923.23"
"897"	"ch02"	"52499503.17"
"898"	"ch02"	"52506237.38"
"899"	"ch02"	"52539955.64"
"900"	"ch02"	"52546751.9"
"901"	"ch02"	"52647274.61"
"902"	"ch02"	"52652688.13"
"903"	"ch02"	"52663694.54"
"904"	"ch02"	"52669137.59"
"905"	"ch02"	"52714207.12"
"906"	"ch02"	"52719950.26"
"907"	"ch02"	"52825248.11"
"908"	"ch02"	"52830154.51"
"909"	"ch02"	"52835079.92"
"910"	"ch02"	"52922523.23"
"911"	"ch02"	"52927085.51"
"912"	"ch02"	"52936817.61"
"913"	"ch02"	"52941835.78"
"914"	"ch02"	"52951412.46"
"915"	"ch02"	"52956144.15"
"916"	"ch02"	"53059576.43"
"917"	"ch03"	"285004.89"
"918"	"ch03"	"403695.49"
"919"	"ch03"	"409429.66"
"920"	"ch03"	"415004.22"
"921"	"ch03"	"568319.67"
"922"	"ch03"	"574775.27"
"923"	"ch03"	"716368"
"924"	"ch03"	"721974.6"
"925"	"ch03"	"733094.96"
"926"	"ch03"	"738203.99"
"927"	"ch03"	"743307.77"
"928"	"ch03"	"765904.25"
"929"	"ch03"	"771843.55"
"930"	"ch03"	"883759.85"
"931"	"ch03"	"890107.2"
"932"	"ch03"	"921891.58"
"933"	"ch03"	"928283.78"
"934"	"ch03"	"954366.78"
"935"	"ch03"	"960919.64"
"936"	"ch03"	"1156004.11"
"937"	"ch03"	"1163724.16"
"938"	"ch03"	"1269352.06"
"939"	"ch03"	"1277577.25"
"940"	"ch03"	"1285801.87"
"941"	"ch03"	"1294254.75"
"942"	"ch03"	"1302706.97"
"943"	"ch03"	"1311096.75"
"944"	"ch03"	"1335837.86"
"945"	"ch03"	"1344039.88"
"946"	"ch03"	"1352250.26"
"947"	"ch03"	"1360646.97"
"948"	"ch03"	"1470438.61"
"949"	"ch03"	"1478575.46"
"950"	"ch03"	"1515444.95"
"951"	"ch03"	"1522970.84"
"952"	"ch03"	"1530493.8"
"953"	"ch03"	"1538020.41"
"954"	"ch03"	"1545546.06"
"955"	"ch03"	"1604267.91"
"956"	"ch03"	"1611090.57"
"957"	"ch03"	"1617859.94"
"958"	"ch03"	"1624359.94"
"959"	"ch03"	"1650130.47"
"960"	"ch03"	"1656617.78"
"961"	"ch03"	"1663189.36"
"962"	"ch03"	"1669764.63"
"963"	"ch03"	"1676314.41"
"964"	"ch03"	"1714944.08"
"965"	"ch03"	"1720283.76"
"966"	"ch03"	"1725714.14"
"967"	"ch03"	"1748773.74"
"968"	"ch03"	"1754638.85"
"969"	"ch03"	"1918058.59"
"970"	"ch03"	"1923062.45"
"971"	"ch03"	"1968893.94"
"972"	"ch03"	"1972873.94"
"973"	"ch03"	"2052524.82"
"974"	"ch03"	"2056245.39"
"975"	"ch03"	"2059959.88"
"976"	"ch03"	"2063718.07"
"977"	"ch03"	"2067739.86"
"978"	"ch03"	"2071763.37"
"979"	"ch03"	"2075788.09"
"980"	"ch03"	"2080011.15"
"981"	"ch03"	"2084220.99"
"982"	"ch03"	"2088431.57"
"983"	"ch03"	"2092653.48"
"984"	"ch03"	"2145087.6"
"985"	"ch03"	"2149789.55"
"986"	"ch03"	"2234087.62"
"987"	"ch03"	"2239702.7"
"988"	"ch03"	"2355354.39"
"989"	"ch03"	"2360744.15"
"990"	"ch03"	"2585363.95"
"991"	"ch03"	"2591253.02"
"992"	"ch03"	"2597099.36"
"993"	"ch03"	"2602682.02"
"994"	"ch03"	"2700818.05"
"995"	"ch03"	"2705733.6"
"996"	"ch03"	"2710842.9"
"997"	"ch03"	"2716011.16"
"998"	"ch03"	"2735802.91"
"999"	"ch03"	"2741098.58"
"1000"	"ch03"	"2771267.53"
"1001"	"ch03"	"2776120"
"1002"	"ch03"	"2996958.76"
"1003"	"ch03"	"3001936.2"
"1004"	"ch03"	"3072223.51"
"1005"	"ch03"	"3077289.09"
"1006"	"ch03"	"3082623.43"
"1007"	"ch03"	"3235416.33"
"1008"	"ch03"	"3240376.21"
"1009"	"ch03"	"3260288.18"
"1010"	"ch03"	"3265411.7"
"1011"	"ch03"	"3355339.75"
"1012"	"ch03"	"3360183.92"
"1013"	"ch03"	"3488596.47"
"1014"	"ch03"	"3493285.11"
"1015"	"ch03"	"3539949.86"
"1016"	"ch03"	"3544655.96"
"1017"	"ch03"	"3701313.89"
"1018"	"ch03"	"3707910.23"
"1019"	"ch03"	"3714563.29"
"1020"	"ch03"	"3864738.33"
"1021"	"ch03"	"3870717.27"
"1022"	"ch03"	"3882927.45"
"1023"	"ch03"	"3889165.02"
"1024"	"ch03"	"3987618.18"
"1025"	"ch03"	"3994284.61"
"1026"	"ch03"	"4014281.68"
"1027"	"ch03"	"4020711.97"
"1028"	"ch03"	"4134836.61"
"1029"	"ch03"	"4141910.31"
"1030"	"ch03"	"4149126.08"
"1031"	"ch03"	"4213841.35"
"1032"	"ch03"	"4220133.3"
"1033"	"ch03"	"4244039.65"
"1034"	"ch03"	"4249614"
"1035"	"ch03"	"4317607.22"
"1036"	"ch03"	"4323381.74"
"1037"	"ch03"	"4357858.81"
"1038"	"ch03"	"4364868.02"
"1039"	"ch03"	"4454273.98"
"1040"	"ch03"	"4461929.22"
"1041"	"ch03"	"4469967.87"
"1042"	"ch03"	"4477983.03"
"1043"	"ch03"	"4485568.41"
"1044"	"ch03"	"4493153.5"
"1045"	"ch03"	"4922567.96"
"1046"	"ch03"	"4932547.46"
"1047"	"ch03"	"4952492.73"
"1048"	"ch03"	"4962555.45"
"1049"	"ch03"	"5158170.2"
"1050"	"ch03"	"5166498.53"
"1051"	"ch03"	"5207532.25"
"1052"	"ch03"	"5216312.72"
"1053"	"ch03"	"5225190.16"
"1054"	"ch03"	"5359666.9"
"1055"	"ch03"	"5373369.38"
"1056"	"ch03"	"5753501.58"
"1057"	"ch03"	"5769205.57"
"1058"	"ch03"	"5970695.02"
"1059"	"ch03"	"5987216.24"
"1060"	"ch03"	"6036797.35"
"1061"	"ch03"	"6053214.45"
"1062"	"ch03"	"6543310.88"
"1063"	"ch03"	"6562354.57"
"1064"	"ch03"	"6645118.13"
"1065"	"ch03"	"6666523.03"
"1066"	"ch03"	"6872344.96"
"1067"	"ch03"	"6896357.66"
"1068"	"ch03"	"6920359.35"
"1069"	"ch03"	"6944332.42"
"1070"	"ch03"	"6968305.62"
"1071"	"ch03"	"11316843.57"
"1072"	"ch03"	"11391063.75"
"1073"	"ch03"	"12468869.9"
"1074"	"ch03"	"12565760.5"
"1075"	"ch03"	"12662068.01"
"1076"	"ch03"	"12758474.12"
"1077"	"ch03"	"13143331.67"
"1078"	"ch03"	"13242190.97"
"1079"	"ch03"	"13341280.49"
"1080"	"ch03"	"13439563.54"
"1081"	"ch03"	"13535715.55"
"1082"	"ch03"	"13626813.31"
"1083"	"ch03"	"13717910.81"
"1084"	"ch03"	"14313581.41"
"1085"	"ch03"	"14415384.84"
"1086"	"ch03"	"14802147.51"
"1087"	"ch03"	"14897783.07"
"1088"	"ch03"	"15087301.03"
"1089"	"ch03"	"15187576.14"
"1090"	"ch03"	"15287895.52"
"1091"	"ch03"	"15388198.82"
"1092"	"ch03"	"15502204.32"
"1093"	"ch03"	"45952413.45"
"1094"	"ch03"	"45975504.51"
"1095"	"ch03"	"46504457.92"
"1096"	"ch03"	"46521408.65"
"1097"	"ch03"	"46550724.5"
"1098"	"ch03"	"46564844.18"
"1099"	"ch03"	"46578963.92"
"1100"	"ch03"	"46593084.23"
"1101"	"ch03"	"46939289.83"
"1102"	"ch03"	"46947374.39"
"1103"	"ch03"	"47171773.73"
"1104"	"ch03"	"47177734.12"
"1105"	"ch03"	"47266286.93"
"1106"	"ch03"	"47273034.39"
"1107"	"ch03"	"47320207.53"
"1108"	"ch03"	"47326569.57"
"1109"	"ch03"	"47369846.09"
"1110"	"ch03"	"47376028.06"
"1111"	"ch03"	"47382274.94"
"1112"	"ch03"	"47388526.8"
"1113"	"ch03"	"47444543.02"
"1114"	"ch03"	"47451170.07"
"1115"	"ch03"	"47700853.86"
"1116"	"ch03"	"47707644.94"
"1117"	"ch03"	"47736296.76"
"1118"	"ch03"	"47743590.13"
"1119"	"ch03"	"48018406.22"
"1120"	"ch03"	"48031693.15"
"1121"	"ch03"	"48468873.44"
"1122"	"ch03"	"48482942.32"
"1123"	"ch03"	"49310191.25"
"1124"	"ch03"	"49319247.39"
"1125"	"ch03"	"49431929.51"
"1126"	"ch03"	"49440664.88"
"1127"	"ch03"	"49458588.33"
"1128"	"ch03"	"49467624.82"
"1129"	"ch03"	"49758170.95"
"1130"	"ch03"	"49770218.01"
"1131"	"ch03"	"50106439.58"
"1132"	"ch03"	"50122332.31"
"1133"	"ch03"	"50154066.77"
"1134"	"ch03"	"50169887.8"
"1135"	"ch03"	"50543391.91"
"1136"	"ch03"	"50559053.76"
"1137"	"ch03"	"51116858.4"
"1138"	"ch03"	"51128888.98"
"1139"	"ch03"	"52384204.38"
"1140"	"ch03"	"52407202.07"
"1141"	"ch03"	"53068917.06"
"1142"	"ch03"	"53093049.19"
"1143"	"ch03"	"53491410.69"
"1144"	"ch03"	"53507977.42"
"1145"	"ch03"	"53715858.72"
"1146"	"ch03"	"53728069.93"
"1147"	"ch03"	"53824706.4"
"1148"	"ch03"	"53834225.66"
"1149"	"ch03"	"53913005.14"
"1150"	"ch03"	"53918133.65"
"1151"	"ch03"	"53951584.73"
"1152"	"ch03"	"53955798.01"
"1153"	"ch03"	"54029329.3"
"1154"	"ch03"	"54032647.55"
"1155"	"ch03"	"54045829.46"
"1156"	"ch03"	"54049075.9"
"1157"	"ch03"	"54058495.97"
"1158"	"ch03"	"54061497.57"
"1159"	"ch03"	"54130478.51"
"1160"	"ch03"	"54132970.34"
"1161"	"ch03"	"54214673.67"
"1162"	"ch03"	"54217696.71"
"1163"	"ch03"	"54286970.42"
"1164"	"ch03"	"54291244.79"
"1165"	"ch03"	"54356973.03"
"1166"	"ch03"	"54361402.12"
"1167"	"ch03"	"54453812.41"
"1168"	"ch03"	"54458924.25"
"1169"	"ch03"	"54492199.89"
"1170"	"ch03"	"54498493.79"
"1171"	"ch03"	"54550014.39"
"1172"	"ch03"	"54556678.64"
"1173"	"ch03"	"54665138.81"
"1174"	"ch03"	"54671497.16"
"1175"	"ch03"	"54825197.44"
"1176"	"ch03"	"54832082.15"
"1177"	"ch03"	"54859334.05"
"1178"	"ch03"	"54865582.06"
"1179"	"ch03"	"54933221.01"
"1180"	"ch03"	"54939646.84"
"1181"	"ch03"	"55064890.95"
"1182"	"ch03"	"55071806.89"
"1183"	"ch03"	"55078723.35"
"1184"	"ch03"	"55099403.52"
"1185"	"ch03"	"55106499.06"
"1186"	"ch03"	"55134251.82"
"1187"	"ch03"	"55140721.57"
"1188"	"ch03"	"55320859.25"
"1189"	"ch03"	"55328242.69"
"1190"	"ch03"	"55342811.93"
"1191"	"ch03"	"55350300.51"
"1192"	"ch03"	"55357791.18"
"1193"	"ch03"	"55365277.64"
"1194"	"ch03"	"55480308.88"
"1195"	"ch03"	"55487295.7"
"1196"	"ch03"	"55555459.97"
"1197"	"ch03"	"55562017.97"
"1198"	"ch03"	"55648978.25"
"1199"	"ch03"	"55655177.05"
"1200"	"ch03"	"55773345.82"
"1201"	"ch03"	"55779456.66"
"1202"	"ch03"	"55920259.07"
"1203"	"ch03"	"55925490.49"
"1204"	"ch03"	"55960741.76"
"1205"	"ch03"	"55965617.24"
"1206"	"ch03"	"55984922.58"
"1207"	"ch03"	"55989740.3"
"1208"	"ch03"	"56042043.67"
"1209"	"ch03"	"56046611.99"
"1210"	"ch03"	"56108355.31"
"1211"	"ch03"	"56112717.38"
"1212"	"ch03"	"56143433.59"
"1213"	"ch03"	"56147944.52"
"1214"	"ch03"	"56223961.72"
"1215"	"ch03"	"56227380.62"
"1216"	"ch03"	"56316531.68"
"1217"	"ch03"	"56321215.03"
"1218"	"ch03"	"56387705.02"
"1219"	"ch03"	"56392349.85"
"1220"	"ch03"	"56570632.01"
"1221"	"ch03"	"56575708.57"
"1222"	"ch03"	"56798072.6"
"1223"	"ch03"	"56803100.2"
"1224"	"ch03"	"56839716.34"
"1225"	"ch03"	"56844799.67"
"1226"	"ch03"	"56849651.22"
"1227"	"ch03"	"56854505.46"
"1228"	"ch03"	"56883657.63"
"1229"	"ch03"	"56888639.79"
"1230"	"ch03"	"57173051.69"
"1231"	"ch03"	"57178501.68"
"1232"	"ch03"	"57671624.51"
"1233"	"ch03"	"57678098.94"
"1234"	"ch03"	"57684542.44"
"1235"	"ch03"	"57710315.65"
"1236"	"ch03"	"57716897.01"
"1237"	"ch03"	"57792721.54"
"1238"	"ch03"	"57799069.07"
"1239"	"ch03"	"57842781.98"
"1240"	"ch03"	"57849077.61"
"1241"	"ch03"	"58063667.98"
"1242"	"ch03"	"58069006.98"
"1243"	"ch03"	"58090392.13"
"1244"	"ch03"	"58095543.35"
"1245"	"ch03"	"58100694.77"
"1246"	"ch03"	"58190213.85"
"1247"	"ch03"	"58195640.57"
"1248"	"ch03"	"58201070.35"
"1249"	"ch03"	"58206637.63"
"1250"	"ch03"	"58212216.9"
"1251"	"ch03"	"58217812.57"
"1252"	"ch03"	"58240168.4"
"1253"	"ch03"	"58245907.43"
"1254"	"ch03"	"58378726.22"
"1255"	"ch03"	"58383878.5"
"1256"	"ch03"	"58409299.38"
"1257"	"ch03"	"58414233.79"
"1258"	"ch03"	"58705592.93"
"1259"	"ch03"	"58710600.08"
"1260"	"ch03"	"58788091"
"1261"	"ch03"	"58792490.86"
"1262"	"ch03"	"59071275.24"
"1263"	"ch03"	"59077096.48"
"1264"	"ch03"	"59120169.31"
"1265"	"ch03"	"59126599.73"
"1266"	"ch03"	"60204149.35"
"1267"	"ch03"	"60225531.32"
"1268"	"ch03"	"60268340.97"
"1269"	"ch03"	"60289743.33"
"1270"	"ch03"	"60311156.96"
"1271"	"ch03"	"60332693.16"
"1272"	"ch03"	"60354225.13"
"1273"	"ch03"	"60375981.06"
"1274"	"ch03"	"60421114.12"
"1275"	"ch03"	"60443670.58"
"1276"	"ch03"	"60623984.51"
"1277"	"ch03"	"60646636.74"
"1278"	"ch03"	"61266073.07"
"1279"	"ch03"	"61289252.27"
"1280"	"ch03"	"61382349.43"
"1281"	"ch03"	"61405738.68"
"1282"	"ch03"	"61476273.04"
"1283"	"ch03"	"61490835.82"
"1284"	"ch03"	"61507219.57"
"1285"	"ch03"	"61514650.78"
"1286"	"ch03"	"61521981.43"
"1287"	"ch03"	"61529310.86"
"1288"	"ch03"	"61543555.87"
"1289"	"ch03"	"61550469.96"
"1290"	"ch03"	"61564295.01"
"1291"	"ch03"	"61571206.03"
"1292"	"ch03"	"61578116.79"
"1293"	"ch03"	"61585089.3"
"1294"	"ch03"	"61774868.76"
"1295"	"ch03"	"61779537.4"
"1296"	"ch03"	"61794283.84"
"1297"	"ch03"	"61799220.76"
"1298"	"ch03"	"61888043.19"
"1299"	"ch03"	"61890457.9"
"1300"	"ch03"	"61922235.73"
"1301"	"ch03"	"61924972.26"
"1302"	"ch03"	"62020455.21"
"1303"	"ch03"	"62023146.78"
"1304"	"ch03"	"62074672.98"
"1305"	"ch03"	"62077531.49"
"1306"	"ch03"	"62281497.9"
"1307"	"ch03"	"62285292.8"
"1308"	"ch03"	"62433657.46"
"1309"	"ch03"	"62438994.2"
"1310"	"ch03"	"62550754"
"1311"	"ch03"	"62556510.98"
"1312"	"ch03"	"62599577.09"
"1313"	"ch03"	"62605765.91"
"1314"	"ch03"	"62611876.83"
"1315"	"ch03"	"62636474.8"
"1316"	"ch03"	"62642415.45"
"1317"	"ch03"	"62654140.11"
"1318"	"ch03"	"62660036.46"
"1319"	"ch03"	"62677289.65"
"1320"	"ch03"	"62683227.76"
"1321"	"ch03"	"62760237.21"
"1322"	"ch03"	"62766091.2"
"1323"	"ch03"	"62777799.05"
"1324"	"ch03"	"62783638.02"
"1325"	"ch03"	"62789470.25"
"1326"	"ch03"	"62795309.65"
"1327"	"ch03"	"62938295.74"
"1328"	"ch03"	"62944058.12"
"1329"	"ch03"	"62978745.39"
"1330"	"ch03"	"62984543.42"
"1331"	"ch03"	"63213394.37"
"1332"	"ch03"	"63218283.1"
"1333"	"ch03"	"63538185.6"
"1334"	"ch03"	"63542278.3"
"1335"	"ch03"	"64239667.11"
"1336"	"ch03"	"64244155.72"
"1337"	"ch03"	"64262542.41"
"1338"	"ch03"	"64267359.91"
"1339"	"ch03"	"64434139.21"
"1340"	"ch03"	"64439522.5"
"1341"	"ch03"	"64444893.48"
"1342"	"ch03"	"64507486.06"
"1343"	"ch03"	"64512479.26"
"1344"	"ch03"	"64586540.18"
"1345"	"ch03"	"64591335.95"
"1346"	"ch03"	"64600946.68"
"1347"	"ch03"	"64605751.22"
"1348"	"ch03"	"64767858.11"
"1349"	"ch03"	"64772527.66"
"1350"	"ch03"	"64856316.05"
"1351"	"ch03"	"64860423.55"
"1352"	"ch03"	"64929546.53"
"1353"	"ch04"	"281625.9"
"1354"	"ch04"	"343542.98"
"1355"	"ch04"	"346126.46"
"1356"	"ch04"	"363761.34"
"1357"	"ch04"	"369369.91"
"1358"	"ch04"	"433757.44"
"1359"	"ch04"	"440139.72"
"1360"	"ch04"	"489989.72"
"1361"	"ch04"	"496128"
"1362"	"ch04"	"508396.28"
"1363"	"ch04"	"514536.98"
"1364"	"ch04"	"649579.06"
"1365"	"ch04"	"656471.17"
"1366"	"ch04"	"663375.02"
"1367"	"ch04"	"670285.27"
"1368"	"ch04"	"677195.8"
"1369"	"ch04"	"684015.76"
"1370"	"ch04"	"690851.23"
"1371"	"ch04"	"697684.57"
"1372"	"ch04"	"776871.47"
"1373"	"ch04"	"783002.3"
"1374"	"ch04"	"909501.25"
"1375"	"ch04"	"916231.65"
"1376"	"ch04"	"1129039.78"
"1377"	"ch04"	"1132714.99"
"1378"	"ch04"	"1152593.74"
"1379"	"ch04"	"1155950"
"1380"	"ch04"	"1389898.26"
"1381"	"ch04"	"1393431.36"
"1382"	"ch04"	"1460212.11"
"1383"	"ch04"	"1464327.34"
"1384"	"ch04"	"1491074.74"
"1385"	"ch04"	"1495684.5"
"1386"	"ch04"	"1504822.85"
"1387"	"ch04"	"1509385.69"
"1388"	"ch04"	"1514002.3"
"1389"	"ch04"	"1518619.41"
"1390"	"ch04"	"1586680.63"
"1391"	"ch04"	"1593532.74"
"1392"	"ch04"	"1607285.89"
"1393"	"ch04"	"1614160.23"
"1394"	"ch04"	"1695671.28"
"1395"	"ch04"	"1701816.45"
"1396"	"ch04"	"1857742.76"
"1397"	"ch04"	"1864059.16"
"1398"	"ch04"	"1870381.21"
"1399"	"ch04"	"1876616.61"
"1400"	"ch04"	"1895399.61"
"1401"	"ch04"	"1901661.84"
"1402"	"ch04"	"1907924.37"
"1403"	"ch04"	"2008062.31"
"1404"	"ch04"	"2014050.69"
"1405"	"ch04"	"2061520.94"
"1406"	"ch04"	"2067316.54"
"1407"	"ch04"	"2073147.93"
"1408"	"ch04"	"2078958.26"
"1409"	"ch04"	"2340988.2"
"1410"	"ch04"	"2345453.45"
"1411"	"ch04"	"2443759.57"
"1412"	"ch04"	"2447703.98"
"1413"	"ch04"	"2464134.77"
"1414"	"ch04"	"2468374.95"
"1415"	"ch04"	"2472726.67"
"1416"	"ch04"	"2490073.17"
"1417"	"ch04"	"2494412.14"
"1418"	"ch04"	"2498851.8"
"1419"	"ch04"	"2521526.22"
"1420"	"ch04"	"2526064.13"
"1421"	"ch04"	"2530602.1"
"1422"	"ch04"	"2539718.51"
"1423"	"ch04"	"2544297.27"
"1424"	"ch04"	"2574753"
"1425"	"ch04"	"2578893.19"
"1426"	"ch04"	"2700283.18"
"1427"	"ch04"	"2704183.67"
"1428"	"ch04"	"2711640.47"
"1429"	"ch04"	"2715289.18"
"1430"	"ch04"	"2758120.49"
"1431"	"ch04"	"2760758.06"
"1432"	"ch04"	"2768676.1"
"1433"	"ch04"	"2771327.13"
"1434"	"ch04"	"2773981.93"
"1435"	"ch04"	"2776687.97"
"1436"	"ch04"	"2779401.89"
"1437"	"ch04"	"2782241.08"
"1438"	"ch04"	"2892768.35"
"1439"	"ch04"	"2896386.34"
"1440"	"ch04"	"3150601.13"
"1441"	"ch04"	"3154874.11"
"1442"	"ch04"	"3159169.76"
"1443"	"ch04"	"3163462.68"
"1444"	"ch04"	"3167773.17"
"1445"	"ch04"	"3180707.18"
"1446"	"ch04"	"3184863.25"
"1447"	"ch04"	"3193377.07"
"1448"	"ch04"	"3197614.03"
"1449"	"ch04"	"3236090.05"
"1450"	"ch04"	"3240213.25"
"1451"	"ch04"	"3641863.42"
"1452"	"ch04"	"3647847.56"
"1453"	"ch04"	"3717841.09"
"1454"	"ch04"	"3723227.86"
"1455"	"ch04"	"3728909.5"
"1456"	"ch04"	"3840385.41"
"1457"	"ch04"	"3846201.94"
"1458"	"ch04"	"4001484.94"
"1459"	"ch04"	"4006585.28"
"1460"	"ch04"	"4107980.03"
"1461"	"ch04"	"4115213.78"
"1462"	"ch04"	"4123057.99"
"1463"	"ch04"	"4295833.15"
"1464"	"ch04"	"4304865.79"
"1465"	"ch04"	"4375883.62"
"1466"	"ch04"	"4384942.8"
"1467"	"ch04"	"4470058.5"
"1468"	"ch04"	"4479480.61"
"1469"	"ch04"	"4554635.68"
"1470"	"ch04"	"4563940.94"
"1471"	"ch04"	"4573245.8"
"1472"	"ch04"	"4627446.55"
"1473"	"ch04"	"4636725.31"
"1474"	"ch04"	"4664742.27"
"1475"	"ch04"	"4674208.01"
"1476"	"ch04"	"4771366.07"
"1477"	"ch04"	"4780839.97"
"1478"	"ch04"	"4790315.07"
"1479"	"ch04"	"5137310.5"
"1480"	"ch04"	"5142844.72"
"1481"	"ch04"	"5148371.8"
"1482"	"ch04"	"5371870.21"
"1483"	"ch04"	"5377898.91"
"1484"	"ch04"	"5389917.67"
"1485"	"ch04"	"5395920.11"
"1486"	"ch04"	"5538240.62"
"1487"	"ch04"	"5547551.54"
"1488"	"ch04"	"5556870.27"
"1489"	"ch04"	"5602393.23"
"1490"	"ch04"	"5614585.9"
"1491"	"ch04"	"5739690.14"
"1492"	"ch04"	"5752260.13"
"1493"	"ch04"	"5916952.02"
"1494"	"ch04"	"5933590.57"
"1495"	"ch04"	"5966893.62"
"1496"	"ch04"	"5983551.8"
"1497"	"ch04"	"6034372.08"
"1498"	"ch04"	"6051426.35"
"1499"	"ch04"	"6102584.72"
"1500"	"ch04"	"6120529.98"
"1501"	"ch04"	"6228728.78"
"1502"	"ch04"	"6246815.16"
"1503"	"ch04"	"6264049.48"
"1504"	"ch04"	"6281256.37"
"1505"	"ch04"	"6418621.86"
"1506"	"ch04"	"6435908.71"
"1507"	"ch04"	"6453213.83"
"1508"	"ch04"	"6470602.94"
"1509"	"ch04"	"6734392.41"
"1510"	"ch04"	"6751339.38"
"1511"	"ch04"	"7405017.82"
"1512"	"ch04"	"7409062.74"
"1513"	"ch04"	"51194199.29"
"1514"	"ch04"	"51215402.85"
"1515"	"ch04"	"51408851.12"
"1516"	"ch04"	"51430600.48"
"1517"	"ch04"	"51452351.67"
"1518"	"ch04"	"51474109.81"
"1519"	"ch04"	"51604305.36"
"1520"	"ch04"	"51626004.81"
